CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL,ARCHIVO_ORIGEN,ESTABLECIMIENTO_LIMPIO,DIRECCION_LIMPIA,TELEFONO_LIMPIO,DIRECTOR_LIMPIO,SUPERVISOR_LIMPIO,MUNICIPIO_LIMPIO,AREA_LIMPIO,SECTOR_LIMPIO,MODALIDAD_LIMPIO,JORNADA_LIMPIO,PLAN_LIMPIO
00-01-0192-46,01-301,CIUDAD CAPITAL,ZONA 1,INSTITUTO PROFESIONAL DE TɃNICAS COMERCIALES ESPECIALIZADAS IPTCE,7A AVE. 3-48,22320733,LUCRECIA MARISOL CERMEя GONZLEZ,MARTA JOSEFINA LARA PANIAGUA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,ciudad_capital,INSTITUTO PROFESIONAL DE TɃNICAS COMERCIALES ESPECIALIZADAS IPTCE,7A AVENIDA. 3-48,22320733,MARTA JOSEFINA LARA PANIAGUA,LUCRECIA MARISOL CERMEЯ GONZLEZ,ZONA 1,URBANA,PRIVADO,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-01-0197-46,01-403,CIUDAD CAPITAL,ZONA 1,LICEO TECNOLOGICO GUATEMALA DE LA ASUNCION,3A. CALLE 7-64,54452951,CARLOS HUMBERTO GONZLEZ DE LEӎ,ELUBIA ANAYTE SIGUENZA MONTERROSO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,ciudad_capital,LICEO TECNOLOGICO GUATEMALA DE LA ASUNCION,3A. CALLE 7-64,54452951,ELUBIA ANAYTE SIGUENZA MONTERROSO,CARLOS HUMBERTO GONZLEZ DE LEӍ,ZONA 1,URBANA,PRIVADO,MONOLINGUE,DOBLE,FIN DE SEMANA
00-01-0202-46,01-312,CIUDAD CAPITAL,ZONA 1,"INSTITUTO MIXTO "" MIGUEL DE CERVANTES """,10. CALLE 1-47,24593860,AMADO SALOMON FLORES PEREZ,CARLOS RENE ESCOBAR MONTENEGRO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,ciudad_capital,INSTITUTO MIXTO MIGUEL DE CERVANTES,10. CALLE 1-47,24593860,CARLOS RENE ESCOBAR MONTENEGRO,AMADO SALOMON FLORES PEREZ,ZONA 1,URBANA,PRIVADO,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-01-0204-46,01-301,CIUDAD CAPITAL,ZONA 1,INSTITUTO NACIONAL DE BACHILLERATO ADSC. AL INCA,1A CALLE 2-64,22323114,LUCRECIA MARISOL CERMEя GONZLEZ,INGRID MARIELA ESPINA ORELLANA,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,ciudad_capital,INSTITUTO NACIONAL DE BACHILLERATO ADSC. AL INCA,1A CALLE 2-64,22323114,INGRID MARIELA ESPINA ORELLANA,LUCRECIA MARISOL CERMEЯ GONZLEZ,ZONA 1,URBANA,OFICIAL,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-01-0205-46,01-317,CIUDAD CAPITAL,ZONA 1,"INSTITUTO NORMAL CENTRAL PARA SEяRITAS ""BELEN""",11 AVE. 12-20,22329609,MARIANO DOMINGO ESTRADA TELETOR,ELSA CORALIA LEӎ BARRIOS,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,ciudad_capital,INSTITUTO NORMAL CENTRAL PARA SEЯRITAS BELEN,11 AVENIDA. 12-20,22329609,ELSA CORALIA LEӍ BARRIOS,MARIANO DOMINGO ESTRADA TELETOR,ZONA 1,URBANA,OFICIAL,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-01-0206-46,01-307,CIUDAD CAPITAL,ZONA 1,INSTITUTO NORMAL MIXTO RAFAEL AQUECHE,"9A CALLE 2-36,",22326422,NORMA ARACELY PALOMO FRANCO DE DIAZ,EVA ANGELINA RAMIREZ IXCAMPARIJ DE RAM͒EZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,ciudad_capital,INSTITUTO NORMAL MIXTO RAFAEL AQUECHE,"9A CALLE 2-36,",22326422,EVA ANGELINA RAMIREZ IXCAMPARIJ DE RAMEZ,NORMA ARACELY PALOMO FRANCO DE DIAZ,ZONA 1,URBANA,OFICIAL,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-01-0207-46,01-307,CIUDAD CAPITAL,ZONA 1,INSTITUTO NORMAL MIXTO RAFAEL AQUECHE,9A CALLE 2-36,22533274,NORMA ARACELY PALOMO FRANCO DE DIAZ,FREDY AMILCAR CRUZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE,ciudad_capital,INSTITUTO NORMAL MIXTO RAFAEL AQUECHE,9A CALLE 2-36,22533274,FREDY AMILCAR CRUZ,NORMA ARACELY PALOMO FRANCO DE DIAZ,ZONA 1,URBANA,OFICIAL,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
00-01-0208-46,01-403,CIUDAD CAPITAL,ZONA 1,INSTITUTO NORMAL MIXTO NOCTURNO,9A AVE. 9-27,55696890,CARLOS HUMBERTO GONZLEZ DE LEӎ,SANTOS PALMA CONTRERAS,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),GUATEMALA NORTE,ciudad_capital,INSTITUTO NORMAL MIXTO NOCTURNO,9A AVENIDA. 9-27,55696890,SANTOS PALMA CONTRERAS,CARLOS HUMBERTO GONZLEZ DE LEӍ,ZONA 1,URBANA,OFICIAL,MONOLINGUE,NOCTURNA,DIARIO(REGULAR)
00-01-0210-46,01-318,CIUDAD CAPITAL,ZONA 1,COLEGIO CATOLICO SAN PABLO,14 CALLE A 2-41,22305024,LESLIE AZUCENA MONZON TECUN,EDGAR VINICIO PALENCIA PACHECO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,ciudad_capital,COLEGIO CATOLICO SAN PABLO,14 CALLE A 2-41,22305024,EDGAR VINICIO PALENCIA PACHECO,LESLIE AZUCENA MONZON TECUN,ZONA 1,URBANA,PRIVADO,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-01-0212-46,01-307,CIUDAD CAPITAL,ZONA 1,"COLEGIO SALESIANO ""DON BOSCO""",26 CALLE 2-46 GUATEMALA,22465117,NORMA ARACELY PALOMO FRANCO DE DIAZ,MANUEL VICENTE GUERRA DUARTE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,ciudad_capital,COLEGIO SALESIANO DON BOSCO,26 CALLE 2-46 GUATEMALA,22465117,MANUEL VICENTE GUERRA DUARTE,NORMA ARACELY PALOMO FRANCO DE DIAZ,ZONA 1,URBANA,PRIVADO,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-01-0218-46,01-403,CIUDAD CAPITAL,ZONA 1,LICEO TECNOLOGICO GUATEMALA DE LA ASUNCION,3A. CALLE 7-64,54452951,CARLOS HUMBERTO GONZLEZ DE LEӎ,ELUBIA ANAYTE SIGUENZA MONTERROSO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,ciudad_capital,LICEO TECNOLOGICO GUATEMALA DE LA ASUNCION,3A. CALLE 7-64,54452951,ELUBIA ANAYTE SIGUENZA MONTERROSO,CARLOS HUMBERTO GONZLEZ DE LEӍ,ZONA 1,URBANA,PRIVADO,MONOLINGUE,DOBLE,FIN DE SEMANA
00-01-0220-46,01-312,CIUDAD CAPITAL,ZONA 1,"LICEO "" FRANCES """,5A AVE. 9-80,22516728,AMADO SALOMON FLORES PEREZ,ANA MARIA ESTRADA RAMIREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,ciudad_capital,LICEO FRANCES,5A AVENIDA. 9-80,22516728,ANA MARIA ESTRADA RAMIREZ,AMADO SALOMON FLORES PEREZ,ZONA 1,URBANA,PRIVADO,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-01-0222-46,01-317,CIUDAD CAPITAL,ZONA 1,"COLEGIO ""SANTA MONICA""",10A CALLE 11-41,22329121,MARIANO DOMINGO ESTRADA TELETOR,MARTHA MIRIELA LEMUS AROCHE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,ciudad_capital,COLEGIO SANTA MONICA,10A CALLE 11-41,22329121,MARTHA MIRIELA LEMUS AROCHE,MARIANO DOMINGO ESTRADA TELETOR,ZONA 1,URBANA,PRIVADO,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-01-0223-46,01-312,CIUDAD CAPITAL,ZONA 1,COLEGIO 'EL ROSARIO',15 CALLE 'A' 2-74,22320361,AMADO SALOMON FLORES PEREZ,TERESITA BEATRIZ HARANZEN QUINTEROS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,ciudad_capital,COLEGIO EL ROSARIO,15 CALLE A 2-74,22320361,TERESITA BEATRIZ HARANZEN QUINTEROS,AMADO SALOMON FLORES PEREZ,ZONA 1,URBANA,PRIVADO,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-01-0224-46,01-312,CIUDAD CAPITAL,ZONA 1,INSTITUTO DE EDUCACION DIVERSIFICADA COLEGIO 'EUROPEO',11 CALLE 3-38,22325512,AMADO SALOMON FLORES PEREZ,---,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,ciudad_capital,INSTITUTO DE EDUCACION DIVERSIFICADA COLEGIO EUROPEO,11 CALLE 3-38,22325512,---,AMADO SALOMON FLORES PEREZ,ZONA 1,URBANA,PRIVADO,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-01-0225-46,01-318,CIUDAD CAPITAL,ZONA 1,COLEGIO COMERCIAL GUATEMALTECO,10A CALLE 11-44,22534824,LESLIE AZUCENA MONZON TECUN,CHARLOTTE ANN AFRE PYATT,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,ciudad_capital,COLEGIO COMERCIAL GUATEMALTECO,10A CALLE 11-44,22534824,CHARLOTTE ANN AFRE PYATT,LESLIE AZUCENA MONZON TECUN,ZONA 1,URBANA,PRIVADO,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-01-0226-46,01-317,CIUDAD CAPITAL,ZONA 1,COLEGIO BELGA GUATEMALTECO,9A CALLE 10-38,23148300,MARIANO DOMINGO ESTRADA TELETOR,MAŔ TERESA RIVERA CASTILLO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,ciudad_capital,COLEGIO BELGA GUATEMALTECO,9A CALLE 10-38,23148300,MAR TERESA RIVERA CASTILLO,MARIANO DOMINGO ESTRADA TELETOR,ZONA 1,URBANA,PRIVADO,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-01-0238-46,01-110,CIUDAD CAPITAL,ZONA 1,INSTITUTO TECNOLӇICO DE COMPUTACION I.T.C.,2A CALLE 11-65,22200060,ZUHILEM YESENIA ESTRADA ORTIZ,DULCE MAŔ CHINCHILLA GODOY,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,ciudad_capital,INSTITUTO TECNOLӇICO DE COMPUTACION I.T.C.,2A CALLE 11-65,22200060,DULCE MAR CHINCHILLA GODOY,ZUHILEM YESENIA ESTRADA ORTIZ,ZONA 1,URBANA,PRIVADO,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-01-0240-46,01-312,CIUDAD CAPITAL,ZONA 1,INSTITUTO DE EDUCACION DIVERSIFICADA RAFAEL LANDIVAR,8A CALLE 2-46,22500132,AMADO SALOMON FLORES PEREZ,DORA BEATRIZ CASTILLO DE LA CRUZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,ciudad_capital,INSTITUTO DE EDUCACION DIVERSIFICADA RAFAEL LANDIVAR,8A CALLE 2-46,22500132,DORA BEATRIZ CASTILLO DE LA CRUZ,AMADO SALOMON FLORES PEREZ,ZONA 1,URBANA,PRIVADO,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-01-0243-46,01-318,CIUDAD CAPITAL,ZONA 1,CENTRO EDUCACIONAL MIXTO PRIVADO KINGSTON,8A CALLE 12-46,22320683,LESLIE AZUCENA MONZON TECUN,PATRICIA LORENA LIDIA GIDI DAVID,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,ciudad_capital,CENTRO EDUCACIONAL MIXTO PRIVADO KINGSTON,8A CALLE 12-46,22320683,PATRICIA LORENA LIDIA GIDI DAVID,LESLIE AZUCENA MONZON TECUN,ZONA 1,URBANA,PRIVADO,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-01-0247-46,01-317,CIUDAD CAPITAL,ZONA 1,INSTITUTO PARTICULAR MIXTO JOSE MARTI,8A CALLE 12-41,22539053,MARIANO DOMINGO ESTRADA TELETOR,REGINA CORALIA GARĆ CONTRERAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,ciudad_capital,INSTITUTO PARTICULAR MIXTO SAN ANTONIO,8A CALLE 12-41,22539053,REGINA CORALIA GARC CONTRERAS,MARIANO DOMINGO ESTRADA TELETOR,ZONA 1,URBANA,PRIVADO,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-01-0248-46,01-312,CIUDAD CAPITAL,ZONA 1,COLEGIO EL CAMINO,10A CALLE 11-46,22511273,AMADO SALOMON FLORES PEREZ,ALAN JEFFREY BRENNER SANTIZO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,ciudad_capital,COLEGIO EL CAMINO,10A CALLE 11-46,22511273,ALAN JEFFREY BRENNER SANTIZO,AMADO SALOMON FLORES PEREZ,ZONA 1,URBANA,PRIVADO,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-01-0249-46,01-318,CIUDAD CAPITAL,ZONA 1,LICEO MONTESSORI,7A CALLE 12-51,22536087,LESLIE AZUCENA MONZON TECUN,KAREN DIANNɠSIERRA PAREDES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,ciudad_capital,LICEO MONTESSORI,7A CALLE 12-51,22536087,KAREN DIANNƓSIERRA PAREDES,LESLIE AZUCENA MONZON TECUN,ZONA 1,URBANA,PRIVADO,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-01-0251-46,01-301,CIUDAD CAPITAL,ZONA 1,LICEO MERCANTIL,12 AVE. 12-31,22384330,LUCRECIA MARISOL CERMEя GONZLEZ,BRENDA SOFIA SOTO MIRANDA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,ciudad_capital,LICEO MERCANTIL,12 AVENIDA. 12-31,22384330,BRENDA SOFIA SOTO MIRANDA,LUCRECIA MARISOL CERMEЯ GONZLEZ,ZONA 1,URBANA,PRIVADO,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-01-0254-46,01-301,CIUDAD CAPITAL,ZONA 1,"COLEGIO MIXTO ""INDO LATINO""",4A AVE. 13-35,22380338,LUCRECIA MARISOL CERMEя GONZLEZ,SONIA ESTELA RAM͒EZ MORALES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,ciudad_capital,COLEGIO MIXTO INDO LATINO,4A AVENIDA. 13-35,22380338,SONIA ESTELA RAMEZ MORALES,LUCRECIA MARISOL CERMEЯ GONZLEZ,ZONA 1,URBANA,PRIVADO,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-01-0261-46,01-312,CIUDAD CAPITAL,ZONA 1,INSTITUTO DE EDUCACION DIVERSIFICADA 'RAFAEL LANDIVAR',8A CALLE 2-46,22500132,AMADO SALOMON FLORES PEREZ,DORA BEATRIZ CASTILLO DE LA CRUZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE,ciudad_capital,INSTITUTO DE EDUCACION DIVERSIFICADA RAFAEL LANDIVAR,8A CALLE 2-46,22500132,DORA BEATRIZ CASTILLO DE LA CRUZ,AMADO SALOMON FLORES PEREZ,ZONA 1,URBANA,PRIVADO,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
00-01-0281-46,01-316,CIUDAD CAPITAL,ZONA 1,CENTRO CULTURAL DE LAS AMERICAS NO. 3,2A. AVENIDA 12-23,22321894,CARLOS HUMBERTO GONZALEZ DE LEON,BRENDA PAOLA GONZLEZ RECINOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE,ciudad_capital,CENTRO CULTURAL DE LAS AMERICAS NO. 3,2A. AVENIDA 12-23,22321894,BRENDA PAOLA GONZLEZ RECINOS,CARLOS HUMBERTO GONZALEZ DE LEON,ZONA 1,URBANA,PRIVADO,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
00-01-0309-46,01-301,CIUDAD CAPITAL,ZONA 1,COLEGIO DE INNOVACIӎ TECNOLӇICA EDUCATIVA (C.I.T.E.),13 CALLE 3-23,22510248,LUCRECIA MARISOL CERMEя GONZLEZ,MYRNA GUDELIA BANTES GARĆ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,ciudad_capital,COLEGIO DE INNOVACIӍ TECNOLӇICA EDUCATIVA (C.I.T.E.),13 CALLE 3-23,22510248,MYRNA GUDELIA BANTES GARC,LUCRECIA MARISOL CERMEЯ GONZLEZ,ZONA 1,URBANA,PRIVADO,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-01-0318-46,01-317,CIUDAD CAPITAL,ZONA 1,LICEO HISPANOAMERICANO NO. 2,2A. CALLE 7-11,22205687,MARIANO DOMINGO ESTRADA TELETOR,MAŔ ISABEL POLANCO PAZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,ciudad_capital,LICEO HISPANOAMERICANO NO. 2,2A. CALLE 7-11,22205687,MAR ISABEL POLANCO PAZ,MARIANO DOMINGO ESTRADA TELETOR,ZONA 1,URBANA,PRIVADO,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
