CODIGO,Unnamed: 1,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
07-01-0011-41,,07-002,SOLOLA,SOLOLA,COPB ANEXO A EORM,"CASERIO CHUICACASTE, ALDEA PIXABAJ",33151127,CARLOS RIGOBERTO POS TUY,SONIA MARISELA JULAJUJ PILӼ/td>,PREPRIMARIA BILINGUE,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),SOLOL|/td>
07-01-0012-41,,07-002,SOLOLA,SOLOLA,COPB ANEXO A EORM,"CASERIO MARIA TECUN, ALDEA PIXABAJ",30473036,CARLOS RIGOBERTO POS TUY,JULIANA COROXӎ COSIGU|/td>,PREPRIMARIA BILINGUE,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),SOLOL|/td>
07-01-0013-41,,07-002,SOLOLA,SOLOLA,COPB ANEXO A EORM,"CASERIO EL ROSARIO, ALDEA LOS ENCUENTROS",55636260,CARLOS RIGOBERTO POS TUY,SANTOS COSIGU`COJT͎,PREPRIMARIA BILINGUE,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),SOLOL|/td>
07-01-0014-41,,07-002,SOLOLA,SOLOLA,COPB ANEXO A EORM,"CASERIO SAN FRANCISCO, ALDEA LOS ENCUENTROS",41863722,CARLOS RIGOBERTO POS TUY,PEDRO BENIGNO CHOLOT͏ PɒEZ,PREPRIMARIA BILINGUE,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),SOLOL|/td>
07-01-0015-41,,07-004,SOLOLA,SOLOLA,COPB ANEXO A EORM,CASERIO CHIRIJIXIM ALDEA SAN JUAN ARGUETA,,V̓TOR MIGUEL MENCHڠMENCHڼ/td>,JORGE OBISPO TAX TAX,PREPRIMARIA BILINGUE,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),SOLOL|/td>
07-01-0016-41,,07-002,SOLOLA,SOLOLA,COPB ANEXO A EORM,CASERIO EL ADELANTO ALDEA PUJUJIL II,58733793,CARLOS RIGOBERTO POS TUY,ROMEO ANTONIO LINARES UR͚AR,PREPRIMARIA BILINGUE,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),SOLOL|/td>
07-01-0017-41,,07-002,SOLOLA,SOLOLA,COPB ANEXO A EORM,"CASERIO EL MIRADOR, ALDEA PUJUJIL II",55659340,CARLOS RIGOBERTO POS TUY,LUĆ SALOJ ROQUEL,PREPRIMARIA BILINGUE,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),SOLOL|/td>
07-01-0018-41,,07-002,SOLOLA,SOLOLA,COPB ANEXO A EORM,"CASERIO CHUACORRAL, ALDEA PIXABAJ",45188040,CARLOS RIGOBERTO POS TUY,DIEGO TUIS TUY,PREPRIMARIA BILINGUE,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),SOLOL|/td>
07-01-0019-41,,07-004,SOLOLA,SOLOLA,COPB ANEXO A EORM,"CASERIO LOS YAXON, ALDEA CHAQUIJYA",54859552,V̓TOR MIGUEL MENCHڠMENCHڼ/td>,YOLANDA CHIROY BOCEL,PREPRIMARIA BILINGUE,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),SOLOL|/td>
07-01-0021-41,,07-003,SOLOLA,SOLOLA,COPB ANEXO A EORM,CASERIO LOS CHURUNELES I ALDEA PUJUJIL II,,V̓TOR CHUMIL CHIROY,JUAN CARLOS SOLARES SALOJ,PREPRIMARIA BILINGUE,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),SOLOL|/td>
07-01-0022-41,,07-003,SOLOLA,SOLOLA,COPB ANEXO A EORM,"CASERIO XIBALBAY, CANTON CHAQUIJYA",47875775,V̓TOR CHUMIL CHIROY,SIMEӎ CHUMIL CHUMIL,PREPRIMARIA BILINGUE,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),SOLOL|/td>
07-01-0023-41,,07-004,SOLOLA,SOLOLA,COPB ANEXO A EORM,ALDEA CHUIQUEL,50625727,V̓TOR MIGUEL MENCHڠMENCHڼ/td>,MARIO COSIGU`CHUMIL,PREPRIMARIA BILINGUE,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),SOLOL|/td>
07-01-0024-41,,07-004,SOLOLA,SOLOLA,COPB ANEXO A EORM,ALDEA ARGUETA,56361381,V̓TOR MIGUEL MENCHڠMENCHڼ/td>,OBISPO GREGORIO PECH TAX,PREPRIMARIA BILINGUE,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),SOLOL|/td>
07-01-0025-41,,07-004,SOLOLA,SOLOLA,COPB ANEXO A EORM,ALDEA MAŔ TECڎ ALAYO,30240723,V̓TOR MIGUEL MENCHڠMENCHڼ/td>,JUAN ALFONSO ROSALES TAHAY,PREPRIMARIA BILINGUE,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),SOLOL|/td>
07-01-0026-41,,07-002,SOLOLA,SOLOLA,COPB ANEXO A EORM,ALDEA LOS ENCUENTROS,51905771,CARLOS RIGOBERTO POS TUY,EVELING DAMARY DE LEӎ CORDERO,PREPRIMARIA BILINGUE,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),SOLOL|/td>
07-01-0027-41,,07-002,SOLOLA,SOLOLA,COPB ANEXO A EORM,"CASERIO PAQUISIS, ALDEA PIXABAJ",53580817,CARLOS RIGOBERTO POS TUY,NERY OSWALDO JULAJUJ PILӼ/td>,PREPRIMARIA BILINGUE,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),SOLOL|/td>
07-01-0028-41,,07-003,SOLOLA,SOLOLA,COPB ANEXO A EORM,CASERIO LOS CHURUNELES II ALDEA PUJUJIL II,,V̓TOR CHUMIL CHIROY,AURA MARINA MENDOZA AJڼ/td>,PREPRIMARIA BILINGUE,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),SOLOL|/td>
07-01-0029-43,,07-002,SOLOLA,SOLOLA,EORM,"CASERIO EL ROSARIO, ALDEA LOS ENCUENTROS",55636260,CARLOS RIGOBERTO POS TUY,SANTOS COSIGU`COJT͎,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),SOLOL|/td>
07-01-0030-43,,07-002,SOLOLA,SOLOLA,EORM,"CASERIO EL TRIUNFO, ALDEA PUJUJIL II",42520271,CARLOS RIGOBERTO POS TUY,CARLOS FEDERICO PUAC JOJ,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),SOLOL|/td>
07-01-0031-43,,07-003,SOLOLA,SOLOLA,EORM,CASERIO CHURUNELES II ALDEA PUJUJIL II,41963925,V̓TOR CHUMIL CHIROY,AURA MARINA MENDOZA AJڼ/td>,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),SOLOL|/td>
07-01-0032-43,,07-002,SOLOLA,SOLOLA,EORM,CASERIO EL ENCANTO CANTON PUJUJIL II,55944007,CARLOS RIGOBERTO POS TUY,V̓TOR ALFREDO CHIP͎ CHIROY,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),SOLOL|/td>
07-01-0033-43,,07-002,SOLOLA,SOLOLA,EORM,"CASER͏ LA FE, CANTӎ PUJUJIL II",42132088,CARLOS RIGOBERTO POS TUY,SANTOS RAFAEL TUN YAXӎ,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),SOLOL|/td>
07-01-0034-43,,07-004,SOLOLA,SOLOLA,EORM,"CASERIO LA UNION, ALDEA SAN JUAN ARGUETA",44490148,V̓TOR MIGUEL MENCHڠMENCHڼ/td>,EUSEBIO ANDRɓ PAR LӐEZ,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),SOLOL|/td>
07-01-0035-43,,07-004,SOLOLA,SOLOLA,EORM,CASERIO COXOM ALDEA SAN JUAN ARGUETA,51503442,V̓TOR MIGUEL MENCHڠMENCHڼ/td>,YOHANA SUSANA TZUL TALɼ/td>,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),SOLOL|/td>
07-01-0036-43,,07-005,SOLOLA,SOLOLA,EORM,"CASERIO LA ILUSION, CANTON CHUIQUEL",32971776,JUSTO SANTIAGO PONCIO Pڼ/td>,LUCIA GUADALUPE CHOROR CHUJ,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),SOLOL|/td>
07-01-0037-43,,07-002,SOLOLA,SOLOLA,EORM ANEXA EORM,"CASERIO SAN BUENA VENTURA, ALDEA PIXABAJ",48065590,CARLOS RIGOBERTO POS TUY,JUAN RAMӎ MENCHڠCUTZ,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),SOLOL|/td>
07-01-0038-43,,07-002,SOLOLA,SOLOLA,EORM,"CASERIO SAN JUAN, ALDEA PIXABAJ",57309419,CARLOS RIGOBERTO POS TUY,PABLO JEATZ POCOP,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SOLOL|/td>
07-01-0039-43,,07-002,SOLOLA,SOLOLA,EORM,ALDEA PIXABAJ,57671028,CARLOS RIGOBERTO POS TUY,GLADIS ILEANA CHUMIL TUN,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),SOLOL|/td>
07-01-0040-43,,07-002,SOLOLA,SOLOLA,EORM,"CASERIO MARIA TECUN, ALDEA PIXABAJ",30473036,CARLOS RIGOBERTO POS TUY,JULIANA COROXӎ COSIGU|/td>,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),SOLOL|/td>
07-01-0041-43,,07-002,SOLOLA,SOLOLA,EORM,"CASERIO SAN FRANCISCO, ALDEA LOS ENCUENTROS",41863722,CARLOS RIGOBERTO POS TUY,PEDRO BENIGNO CHOLOT͏ PɒEZ,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),SOLOL|/td>
07-01-0042-43,,07-004,SOLOLA,SOLOLA,EORM,CASERIO CHIRIJIXIM ALDEA ARGUETA,40365393,V̓TOR MIGUEL MENCHڠMENCHڼ/td>,DAR͏ LUC͏ XAMINEZ ALVA,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SOLOL|/td>
07-01-0043-43,,07-002,SOLOLA,SOLOLA,EORM,CASERIO EL ADELANTO ALDEA PUJUJIL II,58733793,CARLOS RIGOBERTO POS TUY,ROMEO ANTONIO LINARES UR͚AR,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),SOLOL|/td>
07-01-0044-43,,07-002,SOLOLA,SOLOLA,EORM,CASERIO EL MIRADOR ALDEA PUJUJIL II,55659340,CARLOS RIGOBERTO POS TUY,LUĆ SALOJ ROQUEL,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),SOLOL|/td>
07-01-0045-43,,07-002,SOLOLA,SOLOLA,EORM,"CASERIO CHUACORRAL, ALDEA PIXABAJ",45188040,CARLOS RIGOBERTO POS TUY,DIEGO TUIS TUY,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),SOLOL|/td>
07-01-0046-43,,07-002,SOLOLA,SOLOLA,EORM,"CASERIO SACBOCHOL, ALDEA LOS ENCUENTROS",48517654,CARLOS RIGOBERTO POS TUY,FRANCISCA ALBERTA GUACHIAC GUARCHAJ,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),SOLOL|/td>
07-01-0047-43,,07-004,SOLOLA,SOLOLA,EORM,"CASERIO LOS YAXON, ALDEA CHAQUIJYA",59323418,V̓TOR MIGUEL MENCHڠMENCHڼ/td>,YOLANDA CHIROY BOCEL,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),SOLOL|/td>
07-01-0048-43,,07-002,SOLOLA,SOLOLA,EORM,"CASERIO XALAMA, ALDEA PIXABAJ",58801710,CARLOS RIGOBERTO POS TUY,ADONIAS MARINO TOHOM SACUJ,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),SOLOL|/td>
07-01-0049-43,,07-003,SOLOLA,SOLOLA,EORM,CASERIO LOS CHURUNELES I ALDEA PUJUJIL III,31336334,V̓TOR CHUMIL CHIROY,JUAN CARLOS SOLARES SALOJ,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),SOLOL|/td>
07-01-0050-43,,07-002,SOLOLA,SOLOLA,EORM,"CASERIO CHUICACASTE, ALDEA PIXABAJ",33151127,CARLOS RIGOBERTO POS TUY,SONIA MARISELA JULAJUJ PILӼ/td>,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),SOLOL|/td>
07-01-0051-43,,07-003,SOLOLA,SOLOLA,EORM,"CASERIO XIBALBAY, ALDEA CHAQUIJYA",47875775,V̓TOR CHUMIL CHIROY,SIMEӎ CHUMIL CHUMIL,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),SOLOL|/td>
07-01-0052-43,,07-004,SOLOLA,SOLOLA,EORM,ALDEA CHUIQUEL,50625727,V̓TOR MIGUEL MENCHڠMENCHڼ/td>,MARIO COSIGU`CHUMIL,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),SOLOL|/td>
07-01-0053-43,,07-004,SOLOLA,SOLOLA,EORM,ALDEA SAN JUAN ARGUETA,56361381,V̓TOR MIGUEL MENCHڠMENCHڼ/td>,OBISPO GREGORIO PECH TAX,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SOLOL|/td>
07-01-0054-43,,07-004,SOLOLA,SOLOLA,EORM,ALDEA MAŔ TECڎ ALAYO,30240723,V̓TOR MIGUEL MENCHڠMENCHڼ/td>,JUAN ALFONSO ROSALES TAHAY,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),SOLOL|/td>
07-01-0055-43,,07-002,SOLOLA,SOLOLA,EORM,ALDEA LOS ENCUENTROS,42119979,CARLOS RIGOBERTO POS TUY,EVELING DAMARY DE LEӎ CORDERO,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SOLOL|/td>
07-01-0056-43,,07-002,SOLOLA,SOLOLA,EORM,"CASERIO PAQUISIS, ALDEA PIXABAJ",53580817,CARLOS RIGOBERTO POS TUY,NERY OSWALDO JULAJUJ PILӼ/td>,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),SOLOL|/td>
07-01-0057-45,,07-004,SOLOLA,SOLOLA,IEBC,ALDEA SAN JUAN ARGUETA,43973931,V̓TOR MIGUEL MENCHڠMENCHڼ/td>,LUIS MART͎ T͕ TZUNڎ,BASICO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SOLOL|/td>
07-01-0059-46,,07-003,SOLOLA,SOLOLA,"LICEO TECNOLӇICO BILING܅ ""CUAUHTEMALLAN DE SOLOLA""",CASER͏ CAYALl ALDEA EL TABLӎ,35923669,V̓TOR CHUMIL CHIROY,MOISES GUARCAX CHIROY,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SOLOL|/td>
07-01-0061-46,,07-003,SOLOLA,SOLOLA,"LICEO TECNOLӇICO BILING܅ ""CUAUHTEMALLAN DE SOLOLA""",CASER͏ CAYALl ALDEA EL TABLӎ,35923669,V̓TOR CHUMIL CHIROY,MOISES GUARCAX CHIROY,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SOLOL|/td>
07-01-0062-45,,07-019,SOLOLA,SOLOLA,INSTITUTO TECNOLOGICO DE LA UNIVERSIDAD DEL VALLE DE GUATEMALA,KM. 137,79310814,ESTELA BEN AJCALӎ DE TUY,CECILIA YORDENY VICENTE ZAPETA,BASICO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SOLOL|/td>
07-01-0063-45,,07-002,SOLOLA,SOLOLA,INSTITUTO MIXTO DE EDUCACION BASICA POR COOPERATIVA AQ'AB'Č NO'J,"CASER͏ PAQUISIS, ALDEA PIXABAJ",48795779,CARLOS RIGOBERTO POS TUY,MAŔ CRMEN CUMATZ CHUMIL,BASICO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SOLOL|/td>
07-01-0064-41,,07-002,SOLOLA,SOLOLA,COPB ANEXO A EORM,"CASERIO VALLE DEL NORTE, ALDEA PUJUJIL II",45006161,CARLOS RIGOBERTO POS TUY,FELIPA SALOJ G܉T,PREPRIMARIA BILINGUE,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),SOLOL|/td>
07-01-0065-43,,07-002,SOLOLA,SOLOLA,EORM ANEXO A EORM,"CASERIO VALLE DEL NORTE, ALDEA PUJUJIL II",45006161,CARLOS RIGOBERTO POS TUY,JOSɠMAŔ AJSOC TO,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),SOLOL|/td>
07-01-0067-42,,07-003,SOLOLA,SOLOLA,EODP,"CASER͏ CENTRAL Y PROGRESO, CANTӎ XAJAXAC",37784219,V̓TOR CHUMIL CHIROY,CARLOS ENRIQUE CUMES MELETZ,PARVULOS,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SOLOL|/td>
07-01-0068-42,,07-002,SOLOLA,SOLOLA,EODP,"CASERIO EL PARAISO, LOS ENCUENTROS",31338049,CARLOS RIGOBERTO POS TUY,ISABEL PAR XOQU̓,PARVULOS,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SOLOL|/td>
07-01-0069-42,,07-003,SOLOLA,SOLOLA,EODP,CASERIO LA NUEVA ESPERANZA CANTON XAJAXAC,42614433,V̓TOR CHUMIL CHIROY,CɓAR PILӠRAXTڎ,PARVULOS,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SOLOL|/td>
07-01-0070-42,,07-002,SOLOLA,SOLOLA,EODP ANEXA A E.O.R.M,"CASERIO LAS TRAMPAS, ALDEA PUJUJIL III",37696132,CARLOS RIGOBERTO POS TUY,ANA MAŔ CORTɚ CHUMIL,PARVULOS,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SOLOL|/td>
07-01-0071-42,,07-002,SOLOLA,SOLOLA,EODP,"SECTOR II VISTA HERMOSA, ALDEA LOS ENCUENTROS",53541727,CARLOS RIGOBERTO POS TUY,MIRIAM BEATR͚ IXCOL XITAMUL,PARVULOS,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SOLOL|/td>
07-01-0072-41,,07-002,SOLOLA,SOLOLA,COPB,CASERIO LA ESPERANZA CANTON PUJUJIL II,49627755,CARLOS RIGOBERTO POS TUY,JESUS MARIA AJCALON GARCIA,PREPRIMARIA BILINGUE,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),SOLOL|/td>
07-01-0073-41,,07-001,SOLOLA,SOLOLA,COPB,"CASER͏ BUENA VISTA, CANTӎ SACSIGUN",41128416,BENJAM͎ EĹS IXCAMPARIC SOSA,CELESTINA NOHEM͠YAX XAMINES,PREPRIMARIA BILINGUE,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),SOLOL|/td>
07-01-0074-41,,07-002,SOLOLA,SOLOLA,COPB,"SECTOR III, CASERIO LA FE, CANTON PUJUJIL II",49156452,CARLOS RIGOBERTO POS TUY,SANDRA CARMELA PACHECO CHAVAJAY,PREPRIMARIA BILINGUE,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),SOLOL|/td>
07-01-0075-42,,07-004,SOLOLA,SOLOLA,EODP,CASERIO EL ASCENSO,53242370,V̓TOR MIGUEL MENCHڠMENCHڼ/td>,SANTA MARGARITA AJڠCU|/td>,PARVULOS,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SOLOL|/td>
07-01-0076-42,,07-002,SOLOLA,SOLOLA,EODP,"SECTOR NUEVO AMANECER, ALDEA LOS ENCUENTROS",59236222,CARLOS RIGOBERTO POS TUY,GLORIA MACZUL ACETڎ,PARVULOS,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SOLOL|/td>
07-01-0077-42,,07-003,SOLOLA,SOLOLA,EODP,SECTOR LOS YAXON NEBOYA CASERIO CENTRAL CANTON EL TABLON,52817798,V̓TOR CHUMIL CHIROY,GREGORIO PABLO MENDOZA,PARVULOS,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SOLOL|/td>
07-01-0078-43,,07-003,SOLOLA,SOLOLA,EORM,CASERIO LA NUEVA ESPERANZA CANTON XAJAXAC,42614433,V̓TOR CHUMIL CHIROY,CɓAR PILӠRAXTڎ,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),SOLOL|/td>
07-01-0079-43,,07-002,SOLOLA,SOLOLA,EORM,CASERIO LAS TRAMPAS ALDEA PUJUJIL III,37696132,CARLOS RIGOBERTO POS TUY,ANA MAŔ CORTɚ CHUMIL,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),SOLOL|/td>
07-01-0080-43,,07-004,SOLOLA,SOLOLA,EORM,"CASER͏ VENTANA ABAJ, ALDEA ARGUETA",31513889,V̓TOR MIGUEL MENCHڠMENCHڼ/td>,JUANA ESMERALDA VSQUEZ MENCHڼ/td>,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),SOLOL|/td>
07-01-0081-43,,07-002,SOLOLA,SOLOLA,EORM,"CASERIO EL PARAISO, LOS ENCUENTROS",31338049,CARLOS RIGOBERTO POS TUY,ISABEL PAR XOQU̓,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),SOLOL|/td>
