CODIGO,Unnamed: 1,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
19-01-0015-43,,19-019,ZACAPA,ZACAPA,"COLEGIO PARTICULAR MIXTO ""MAŔ INMACULADA""","12 CALLE ""A"" 14-03 ZONA 1",79414064.0,HUGO WILFREDO VARGAS CHACON,AGNES JUDITH PRADO LORETO,PRIMARIA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA
19-01-0017-43,,19-019,ZACAPA,ZACAPA,COLEGIO BILING܅ MONTESSORI,4A. CALLE 3-41 ZONA 2,79410965.0,HUGO WILFREDO VARGAS CHACON,WENSEL NOEM͠HERNNDEZ REVOLORIO,PRIMARIA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA
19-01-0019-43,,19-002,ZACAPA,ZACAPA,EORM PROFESOR JOSɠAUGUSTO GUERRA CERNA,ALDEA LA FRAGUA,78829880.0,MARIA ELENA GARCIA CONTRERAS DE QUINTO,ELENA FRANCISCA DE LEӎ CRUZ,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA
19-01-0020-43,,19-002,ZACAPA,ZACAPA,EORM,ALDEA LLANO DE PIEDRAS,36508062.0,MARIA ELENA GARCIA CONTRERAS DE QUINTO,ELMER WILLY DE PAZ SANCHEZ,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA
19-01-0021-43,,19-004,ZACAPA,ZACAPA,EORM,ALDEA SAN PABLO,51675525.0,FLORIDALMA GARCIA LUNA DE HICHOS,MAŔ DE LA LUZ DOM͎GUEZ MORALES,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA
19-01-0022-43,,19-004,ZACAPA,ZACAPA,EORM PROFESORA ZAIDA CONDES DE LA TORRE DE ESTRADA,ALDEA MANZANOTES,56963752.0,FLORIDALMA GARCIA LUNA DE HICHOS,ISMEL MARIZA CASTILLO,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA
19-01-0023-42,,19-002,ZACAPA,ZACAPA,EODP,ALDEA LA TREMENTINA,51888105.0,MARIA ELENA GARCIA CONTRERAS DE QUINTO,ASTRID MARGOTH ALFARO ORDӑEZ,PARVULOS,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA
19-01-0023-43,,19-002,ZACAPA,ZACAPA,EORM PROFA. SUSANA CATALINA CASTAхDA SALGUERO,ALDEA LA TREMENTINA,57722223.0,MARIA ELENA GARCIA CONTRERAS DE QUINTO,ANSELMA JANETTE RAM͒EZ GARĆ,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA
19-01-0025-42,,19-002,ZACAPA,ZACAPA,EODP,ALDEA LA FRAGUA,47708559.0,MARIA ELENA GARCIA CONTRERAS DE QUINTO,YESSENIA JOHANA FRANCO ORELLANA,PARVULOS,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA
19-01-0026-42,,19-002,ZACAPA,ZACAPA,EODP,ALDEA SANTA ROSALIA,30894386.0,MARIA ELENA GARCIA CONTRERAS DE QUINTO,ANA LUISA CORDӎ DE PAZ,PARVULOS,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA
19-01-0026-43,,19-002,ZACAPA,ZACAPA,EORM,ALDEA SANTA ROSAĹ,42456065.0,MARIA ELENA GARCIA CONTRERAS DE QUINTO,EUNICE PHENELOPHE OROZCO POLANCO,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA
19-01-0027-43,,19-003,ZACAPA,ZACAPA,EORM,ALDEA TAJARAL,52017156.0,AURA LORENA CANTORAL AGUSTIN,ALMA SULEMA CORADO FRANCO,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA
19-01-0028-43,,19-004,ZACAPA,ZACAPA,EORM,ALDEA LAMPOCOY,46711156.0,FLORIDALMA GARCIA LUNA DE HICHOS,SANDY JULIETA BETANCOURTH BARRIENTOS,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA
19-01-0029-45,,19-004,ZACAPA,ZACAPA,INSTITUTO NACIONAL DE EDUCACION BASICA DE TELESECUNDARIA,ALDEA POLJA,42141225.0,FLORIDALMA GARCIA LUNA DE HICHOS,BRENDA LEONORA MOLINA DEL CID,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA
19-01-0030-43,,19-003,ZACAPA,ZACAPA,EORM,ALDEA EL MAGUEY,37206606.0,AURA LORENA CANTORAL AGUSTIN,SINDY MAGALY CUSH RAM͒EZ,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA
19-01-0032-43,,19-002,ZACAPA,ZACAPA,EORM,ALDEA LLANO DE CALDERӎ,56933728.0,MARIA ELENA GARCIA CONTRERAS DE QUINTO,JENIFER MAYBEL͠GONZLEZ FLORES,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA
19-01-0033-43,,19-004,ZACAPA,ZACAPA,EORM,CASERIO EL CAMALOTE,33365320.0,FLORIDALMA GARCIA LUNA DE HICHOS,RODOLFO NOLBERTO GONZLES CETINO,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA
19-01-0035-43,,19-004,ZACAPA,ZACAPA,EORM,ALDEA EL COROZO,58070762.0,FLORIDALMA GARCIA LUNA DE HICHOS,LILIANA ELIZABETH GALDAMEZ,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA
19-01-0037-45,,19-003,ZACAPA,ZACAPA,INSTITUTO NACIONAL DE EDUCACIӎ BSICA DE TELESECUNDARIA,ALDEA LOMA DEL VIENTO,48890793.0,AURA LORENA CANTORAL AGUSTIN,JOSɠBELTRN MATA VILLEGAS,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA
19-01-0038-43,,19-004,ZACAPA,ZACAPA,EORM,ALDEA LAS CAсS,46472782.0,FLORIDALMA GARCIA LUNA DE HICHOS,JORGE DANIEL DE PAZ MORALES,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA
19-01-0039-43,,19-003,ZACAPA,ZACAPA,EORM,ALDEA SANTA ANITA LA JINCO,30164921.0,AURA LORENA CANTORAL AGUSTIN,YOLBER ALEXNDER ORELLANA LӐEZ,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA
19-01-0040-43,,19-002,ZACAPA,ZACAPA,EORM,ALDEA AGUA BLANCA,30153309.0,MARIA ELENA GARCIA CONTRERAS DE QUINTO,HECTOR GEOVANY LOYO CASTAхDA,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA
19-01-0042-43,,19-003,ZACAPA,ZACAPA,EORM,ALDEA LA MAJADA,57108970.0,AURA LORENA CANTORAL AGUSTIN,VICTORIA ELIZABETH VARGAS ANTӎ,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA
19-01-0043-43,,19-004,ZACAPA,ZACAPA,EORM,ALDEA POLJA,42286563.0,FLORIDALMA GARCIA LUNA DE HICHOS,MIRIAM DEL CARMɎ PINEDA INTERIANO,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA
19-01-0045-43,,19-003,ZACAPA,ZACAPA,EORM,ALDEA EL TERRERO,59289694.0,AURA LORENA CANTORAL AGUSTIN,HEYDI NOEM͠CHACӎ BARAHONA,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA
19-01-0046-43,,19-004,ZACAPA,ZACAPA,EORM,ALDEA MONTE OSCURO,53809295.0,FLORIDALMA GARCIA LUNA DE HICHOS,DAMARIS JULISSA LUCERO RAMIREZ,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA
19-01-0047-43,,19-004,ZACAPA,ZACAPA,EORM,ALDEA EL GUINEAL,30284878.0,FLORIDALMA GARCIA LUNA DE HICHOS,ANA ISABEL VARGAS Y VARGAS,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA
19-01-0048-43,,19-002,ZACAPA,ZACAPA,EORM,ALDEA JUMUZNA,42201883.0,MARIA ELENA GARCIA CONTRERAS DE QUINTO,MAŔ EUGENIA CORDӎ Y CORDӎ,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA
19-01-0049-43,,19-003,ZACAPA,ZACAPA,EORM,ALDEA CARI ALBALLEROS,55106694.0,AURA LORENA CANTORAL AGUSTIN,MӎICA JULISSA DE LEӎ,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA
19-01-0050-43,,19-002,ZACAPA,ZACAPA,EORM,ALDEA SANTA LUCIA,51768430.0,MARIA ELENA GARCIA CONTRERAS DE QUINTO,MAIRA YAJAYRA GUZMN GARĆ,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA
19-01-0051-43,,19-003,ZACAPA,ZACAPA,EORM,ALDEA TAPATA,42617980.0,AURA LORENA CANTORAL AGUSTIN,KARLA CELESTE VARGAS GARĆ,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA
19-01-0053-43,,19-003,ZACAPA,ZACAPA,EORM,ALDEA CERRO CHIQUITO,30404387.0,AURA LORENA CANTORAL AGUSTIN,EVELYN PATRICIA BARRIENTOS CASASOLA,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA
19-01-0055-43,,19-002,ZACAPA,ZACAPA,EORM,ALDEA EL PINALITO,45158782.0,MARIA ELENA GARCIA CONTRERAS DE QUINTO,MATILDE NINETH DUARTE GӍEZ,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA
19-01-0056-43,,19-004,ZACAPA,ZACAPA,EORM,ALDEA POTRERITOS,46646148.0,FLORIDALMA GARCIA LUNA DE HICHOS,ERICKA JOHANNA SANDOVAL MATA,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA
19-01-0057-43,,19-003,ZACAPA,ZACAPA,EORM,ALDEA LOMA DEL VIENTO,59703964.0,AURA LORENA CANTORAL AGUSTIN,KAREN YADIRA CABRERA MONROY,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA
19-01-0058-43,,19-003,ZACAPA,ZACAPA,EORM,ALDEA CERRO GRANDE,59639979.0,AURA LORENA CANTORAL AGUSTIN,WILIAN ENRIQUE MONROY CALDERӎ,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA
19-01-0059-43,,19-004,ZACAPA,ZACAPA,EORM,ALDEA SHASTUTU,56172920.0,FLORIDALMA GARCIA LUNA DE HICHOS,JUAN GRANADOS ARRIAZA,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA
19-01-0061-43,,19-003,ZACAPA,ZACAPA,EORM,ALDEA GUADALUPE,41600208.0,AURA LORENA CANTORAL AGUSTIN,ALEJANDRA CAROLINA HICHOS SALGUERO,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA
19-01-0062-43,,19-004,ZACAPA,ZACAPA,EORM,ALDEA LAPACHI,39236650.0,FLORIDALMA GARCIA LUNA DE HICHOS,JOSɠANTONIO MADRID VSQUEZ,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA
19-01-0064-43,,19-002,ZACAPA,ZACAPA,EORM,ALDEA EL COCO,47751417.0,MARIA ELENA GARCIA CONTRERAS DE QUINTO,ERIKA JUDITH CORDӎ CORDӎ,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA
19-01-0065-43,,19-004,ZACAPA,ZACAPA,EORM,CASERIO MARIQUITA,30790950.0,FLORIDALMA GARCIA LUNA DE HICHOS,BRENDA AZUCENA MART͎EZ CHEG܉N,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA
19-01-0066-43,,19-003,ZACAPA,ZACAPA,EORM,ALDEA EL FRUTILLO,30794602.0,AURA LORENA CANTORAL AGUSTIN,MAURA NATHALEE GARĆ ZABALETA,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA
19-01-0067-43,,19-003,ZACAPA,ZACAPA,EORM,ALDEA VOLCAN SAMAICA,46954706.0,AURA LORENA CANTORAL AGUSTIN,EDWIN NOɠCALDERӎ HERRERA,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA
19-01-0068-43,,19-004,ZACAPA,ZACAPA,EORM,ALDEA GUACAL MAJADA,54248164.0,FLORIDALMA GARCIA LUNA DE HICHOS,EDWIN NOɠCALDERӎ HERRERA,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA
19-01-0069-43,,19-003,ZACAPA,ZACAPA,EORM,ALDEA MATAZANO,31092572.0,AURA LORENA CANTORAL AGUSTIN,MANUEL DE JESړ AYALA CEROP͎,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA
19-01-0070-43,,19-003,ZACAPA,ZACAPA,EORM,ALDEA SHUNTUY,33317638.0,AURA LORENA CANTORAL AGUSTIN,KEVIN ISA͠DE LOS REYES ESTRADA,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA
19-01-0071-44,,19-001,ZACAPA,ZACAPA,EOPA,5A CALLE 11-20 ZONA 1,79416308.0,SONIA HAYDEE RUIZ WONG,EDVIN HAROLDO ARREAZA PAZOS,PRIMARIA DE ADULTOS,OFICIAL,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),ZACAPA
19-01-0072-45,,19-001,ZACAPA,ZACAPA,"INSTITUTO DE EDUCACIӎ MEDIA EXPERIMENTAL CON ORIENTACIӎ OCUPACIONAL ""JOSɠRODR͇UEZ CERNA""","7A. AVENIDA ""A"" FINAL Y 9A. CALLE ZONA 2 BARRIO LA REFORMA",79410141.0,SONIA HAYDEE RUIZ WONG,MARCO ANTONIO LӐEZ RAMOS,BASICO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA
19-01-0073-45,,19-001,ZACAPA,ZACAPA,INSTITUTO NACIONAL MIXTO DE EDUCACION BASICA,16 AVENIDA 9-51 BARRIO TAMARINDAL ZONA 1,79410797.0,SONIA HAYDEE RUIZ WONG,OLIVIA LUCRECIA HERNNDEZ PAZ,BASICO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),ZACAPA
19-01-0075-45,,19-002,ZACAPA,ZACAPA,INSTITUTO NACIONAL DE EDUCACIӎ BSICA POR COOPERATIVA,ALDEA SANTA ROSALIA,79413557.0,MARIA ELENA GARCIA CONTRERAS DE QUINTO,KELYN ESMERALDA SALGUERO AYALA,BASICO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA
19-01-0076-45,,19-003,ZACAPA,ZACAPA,INSTITUTO NACIONAL DE EDUCACIӎ BSICA POR COOPERATIVA,ALDEA EL TERRERO,42786730.0,AURA LORENA CANTORAL AGUSTIN,SERGIO MANOLO RAM͒EZ CHACӎ,BASICO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA
19-01-0078-46,,19-001,ZACAPA,ZACAPA,"INSTITUTO DIVERSIFICADO ADSCRITO AL INSTITUTO DE EDUCACIӎ MEDIA EXPERIMENTAL CON ORIENTACIӎ OCUPACIONAL ""JOSɠRODR͇UEZ CERNA""","7A. AVENIDA ""A"" FINAL Y 9A. CALLE ZONA 2, BARRIO LA REFORMA",79414031.0,SONIA HAYDEE RUIZ WONG,MARCO ANTONIO LӐEZ RAMOS,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA
19-01-0079-46,,19-001,ZACAPA,ZACAPA,ESCUELA NACIONAL DE CIENCIAS COMERCIALES MIXTA NOCTURNA,4A. CALLE 16-10 ZONA 1. BARRIO EL CALVARIO,57129013.0,SONIA HAYDEE RUIZ WONG,ELMER OTTONIEL AVALOS MIGUEL,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),ZACAPA
19-01-0084-45,,19-001,ZACAPA,ZACAPA,INSTITUTO ADOLFO V. HALL DE ORIENTE,BARRIO CRUZ DE MAYO,39913254.0,SONIA HAYDEE RUIZ WONG,RAڌ ANIBAL PINEDA PEсTE,BASICO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),ZACAPA
19-01-0084-46,,19-001,ZACAPA,ZACAPA,INSTITUTO ADOLFO V. HALL DE ORIENTE,BARRIO CRUZ DE MAYO ZONA 3,39913254.0,SONIA HAYDEE RUIZ WONG,RAڌ ANIBAL PINEDA PEсTE,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),ZACAPA
19-01-0086-45,,19-019,ZACAPA,ZACAPA,"CENTRO EDUCATIVO JUVENIL CATӌICO ""NUESTRA SEяRA DE FTIMA""",12 CALLE A 14-03 ZONA 1,79410382.0,HUGO WILFREDO VARGAS CHACON,FIDIAS ROBERTO MONROY LEMUS,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA
19-01-0086-46,,19-019,ZACAPA,ZACAPA,"CENTRO EDUCATIVO JUVENIL CATӌICO ""NUESTRA SEяRA DE FTIMA""",12 CALLE A 14-03 ZONA 1,79410382.0,HUGO WILFREDO VARGAS CHACON,FIDIAS ROBERTO MONROY LEMUS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA
19-01-0087-42,,19-004,ZACAPA,ZACAPA,CEIN PAIN,ALDEA LAMPOCOY,42654323.0,FLORIDALMA GARCIA LUNA DE HICHOS,YUANA MARILIN GRAMAJO DE LEӎ,PARVULOS,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA
19-01-0088-42,,19-004,ZACAPA,ZACAPA,CENTRO DE EDUCACION INTEGRAL PAIN,ALDEA POTRERITOS,32530703.0,FLORIDALMA GARCIA LUNA DE HICHOS,FLOR DE MARIA MUяZ SALGUERO,PARVULOS,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA
19-01-0089-42,,19-004,ZACAPA,ZACAPA,EODP ANEXA A EORM,ALDEA SHASTUTU,56172920.0,FLORIDALMA GARCIA LUNA DE HICHOS,JUAN GRANADOS ARRIAZA,PARVULOS,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA
19-01-0092-42,,19-003,ZACAPA,ZACAPA,EODP,ALDEA SANTA ANITA LA JINCO,50181312.0,AURA LORENA CANTORAL AGUSTIN,LEYDI JOHANA SALGUERO LӐEZ,PARVULOS,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA
19-01-0096-42,,19-003,ZACAPA,ZACAPA,EODP,ALDEA RIO ARRIBA,30809974.0,AURA LORENA CANTORAL AGUSTIN,CLAUDIA NOHEMY AGUILAR HERNNDEZ,PARVULOS,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA
19-01-0098-42,,19-002,ZACAPA,ZACAPA,EODP,"CASERIO EL CANAL, ALDEA LA FRAGUA",42117910.0,MARIA ELENA GARCIA CONTRERAS DE QUINTO,EIMY ELIZABETH CORDӎ DUARTE,PARVULOS,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA
