CODIGO,Unnamed: 1,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
08-01-0012-41,,08-001,TOTONICAPAN,TOTONICAPAN,COPB ANEXO A EORM,CANTON XANTUN,37190056,MIGUEL AJPOP VSQUEZ,FRANCISCA JOSEFINA XILOJ ORDOхZ DE GUTIɒREZ,PREPRIMARIA BILINGUE,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),TOTONICAPN
08-01-0013-41,,08-005,TOTONICAPAN,TOTONICAPAN,COPB ANEXO A EORM,ALDEA LA ESPERANZA,55812933,ROBERTO APARICIO RECINOS VALDEZ,APOLONIA BERNARDINA PAR MAZARIEGOS,PREPRIMARIA BILINGUE,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),TOTONICAPN
08-01-0014-41,,08-003,TOTONICAPAN,TOTONICAPAN,COPB ANEXO A EORM JESUS CARRANZA JUAREZ,CANTON CHUISUC,51503974,OSCAR MOISɓ LACN ALVAREZ,SERGIO OTTONIEL AMɚQUITA RIVAS,PREPRIMARIA BILINGUE,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),TOTONICAPN
08-01-0015-41,,08-005,TOTONICAPAN,TOTONICAPAN,COPB ANEXO A EORM,PARAJE CHUICAXTUN CANTON CHIYAX,40084237,ROBERTO APARICIO RECINOS VALDEZ,MANUELA CATARINA CANIZ PACHECO,PREPRIMARIA BILINGUE,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),TOTONICAPN
08-01-0016-41,,08-003,TOTONICAPAN,TOTONICAPAN,COPB ANEXO A EORM MAYA QUICHE,ALDEA CHUANOJ,45362596,OSCAR MOISɓ LACN ALVAREZ,HERCULANO JUAN BARRENO MENCHڼ/td>,PREPRIMARIA BILINGUE,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),TOTONICAPN
08-01-0017-41,,08-003,TOTONICAPAN,TOTONICAPAN,COPB ANEXO A EORM JUSTO RUFINO BARRIOS,PARAJE COXOM CANTON PATZARACMAC,48111878,OSCAR MOISɓ LACN ALVAREZ,FELIPE FERNANDO ROSALES RAMOS,PREPRIMARIA BILINGUE,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),TOTONICAPN
08-01-0019-41,,08-003,TOTONICAPAN,TOTONICAPAN,COPB ANEXO A EORM,PARAJE CHITAX CANTON PATZARAJMAC,41694186,OSCAR MOISɓ LACN ALVAREZ,ESVIN ALEJANDRO CUA TALɼ/td>,PREPRIMARIA BILINGUE,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),TOTONICAPN
08-01-0020-41,,08-004,TOTONICAPAN,TOTONICAPAN,COPB ANEXO A EORM NIMAPA,ALDEA NIMAPA,44052611,FRANCISCO RECINO XALIX SAY,LETICIA NOEMI VALDɚ COLOP,PREPRIMARIA BILINGUE,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),TOTONICAPN
08-01-0021-41,,08-006,TOTONICAPAN,TOTONICAPAN,COPB ANEXO A EORM MATZUL,ALDEA MATZUL,55510120,RENE OSWALDO TOYOM JUAREZ,CRISTOBAL SANTIAGO TAX ALVARADO,PREPRIMARIA BILINGUE,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),TOTONICAPN
08-01-0022-41,,08-005,TOTONICAPAN,TOTONICAPAN,COPB ANEXO A EORM,CANTON PANQUIX,30145331,ROBERTO APARICIO RECINOS VALDEZ,MANUEL LISANDRO TZӃ GARĆ,PREPRIMARIA BILINGUE,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),TOTONICAPN
08-01-0023-41,,08-005,TOTONICAPAN,TOTONICAPAN,COPB ANEXO A EORM,CANTON RANCHO DE TEJA,58425002,ROBERTO APARICIO RECINOS VALDEZ,EDGAR ALFREDO ALVAREZ IXCAQUIC,PREPRIMARIA BILINGUE,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),TOTONICAPN
08-01-0024-41,,08-003,TOTONICAPAN,TOTONICAPAN,COPB ANEXO A EORM,CANTON PAXTOCA,41853914,OSCAR MOISɓ LACN ALVAREZ,ROSA ANA TZUL BATZ,PREPRIMARIA BILINGUE,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),TOTONICAPN
08-01-0025-41,,08-002,TOTONICAPAN,TOTONICAPAN,COPB ANEXO A EORM HECTOR NUILA ARREAGA,ALDEA VASQUEZ,57097748,JOSɠVICTOR CHAMORRO HUITZ,BONIFACIO PONCIANO TZUL AJPACAJ|/td>,PREPRIMARIA BILINGUE,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),TOTONICAPN
08-01-0026-41,,08-006,TOTONICAPAN,TOTONICAPAN,COPB ANEXO A EORM,ALDEA CHIMENTE,50357610,RENE OSWALDO TOYOM JUAREZ,MIRNA LETICIA PACHECO MORALES,PREPRIMARIA BILINGUE,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),TOTONICAPN
08-01-0028-41,,08-006,TOTONICAPAN,TOTONICAPAN,COPB ANEXO A EORM,PARAJE XEGUACHIBAL,49468087,RENE OSWALDO TOYOM JUAREZ,SANTOS AGUST͎ YAX AJPOP,PREPRIMARIA BILINGUE,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),TOTONICAPN
08-01-0029-41,,08-004,TOTONICAPAN,TOTONICAPAN,COPB ANEXO A EORM ATANASIO TZUL,CANTON PAQUI,46788468,FRANCISCO RECINO XALIX SAY,TOMS DELFINO TZUNڎ TZUNڎ,PREPRIMARIA BILINGUE,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),TOTONICAPN
08-01-0030-41,,08-003,TOTONICAPAN,TOTONICAPAN,COPB ANEXO A EORM,CANTON XESACMALJA,40339011,OSCAR MOISɓ LACN ALVAREZ,MOISɓ AGUST͎ CITALN BARRENO,PREPRIMARIA BILINGUE,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),TOTONICAPN
08-01-0031-41,,08-003,TOTONICAPAN,TOTONICAPAN,COPB ANEXO A EORM,ALDEA CHUATROJ,30113443,OSCAR MOISɓ LACN ALVAREZ,JUAN JOEL HERNNDEZ VELSQUEZ,PREPRIMARIA BILINGUE,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),TOTONICAPN
08-01-0032-41,,08-005,TOTONICAPAN,TOTONICAPAN,COPB ANEXO A EORM,PARAJE XOLNAHUALA CANTON PANQUIX,32081330,ROBERTO APARICIO RECINOS VALDEZ,JESړ GREGORIO LӐEZ PUC,PREPRIMARIA BILINGUE,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),TOTONICAPN
08-01-0034-41,,08-004,TOTONICAPAN,TOTONICAPAN,COPB ANEXO A EORM,CANTON COJXAC,55040107,FRANCISCO RECINO XALIX SAY,LILIAN JANIRA ARRIOLA PɒEZ,PREPRIMARIA BILINGUE,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),TOTONICAPN
08-01-0036-41,,08-006,TOTONICAPAN,TOTONICAPAN,COPB ANEXO A EORM,CHOCRUZ PARAJE CHUIPACHEC,44534359,RENE OSWALDO TOYOM JUAREZ,JOSɠENRIQUE HERNNDEZ TALɼ/td>,PREPRIMARIA BILINGUE,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),TOTONICAPN
08-01-0037-41,,08-003,TOTONICAPAN,TOTONICAPAN,COPB ANEXO A EORM,CANTON CHUIXTOCA,56930063,OSCAR MOISɓ LACN ALVAREZ,ROSAĹ ISABEL VSQUEZ VICENTE,PREPRIMARIA BILINGUE,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),TOTONICAPN
08-01-0039-41,,08-005,TOTONICAPAN,TOTONICAPAN,COPB ANEXO A EORM,PARAJE CHUIPEC CANTON PANQUIX,51728054,ROBERTO APARICIO RECINOS VALDEZ,FRANCISCO BENITO GUTIERREZ ALVARADO,PREPRIMARIA BILINGUE,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),TOTONICAPN
08-01-0041-42,,08-001,TOTONICAPAN,TOTONICAPAN,EODP CELIA DALILA DE LEON JM,9A AVE. Y 1A CALLE ZONA 2,77664089,MIGUEL AJPOP VSQUEZ,ROSA JANETH GUZMN FLORES,PARVULOS,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),TOTONICAPN
08-01-0042-42,,08-024,TOTONICAPAN,TOTONICAPAN,"COLEGIO MIXTO PARTICULAR ""JUAN FRANKLIN""","3A. CALLE 12-08, ZONA 2",77661920,MIGUEL AJPOP VASQUEZ,FABIOLA CATARINA AGUILAR GARĆ,PARVULOS,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),TOTONICAPN
08-01-0044-43,,08-001,TOTONICAPAN,TOTONICAPAN,EOUV MIGUEL GARCIA GRANADOS,1A. CALLE 10-26 ZONA 2,58704890,MIGUEL AJPOP VSQUEZ,JULIO DARIO JUREZ ARCHILA,PRIMARIA,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),TOTONICAPN
08-01-0045-43,,08-001,TOTONICAPAN,TOTONICAPAN,EOUV TIPO FEDERACION ATANACIO TZUL,ZONA INDEPENDENCIA,55595984,MIGUEL AJPOP VSQUEZ,MIRNA BEATRIZ BARRIOS RODRIGUEZ,PRIMARIA,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),TOTONICAPN
08-01-0046-43,,08-001,TOTONICAPAN,TOTONICAPAN,EOUN MIGUEL GARCIA GRANADOS,1A. CALLE 10-26 ZONA INDEPENDENCIA,77663064,MIGUEL AJPOP VSQUEZ,ALBA EUGENIA DE LEӎ SANTISTEBAN,PRIMARIA,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),TOTONICAPN
08-01-0047-43,,08-001,TOTONICAPAN,TOTONICAPAN,EOUN TIPO FEDERACION ATANASIO TZUL,ZONA INDEPENDENCIA,77661138-57175848,MIGUEL AJPOP VSQUEZ,ALFREDO PEDRO BAQUIAX IXCAQUIC,PRIMARIA,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),TOTONICAPN
08-01-0048-42,,08-024,TOTONICAPAN,TOTONICAPAN,COLEGIO PEDRO DE BETHANCOURT,4A. AVENIDA Y 3A. CALLE ZONA 1,77661118,MIGUEL AJPOP VASQUEZ,ISABEL MAŔ MELɎDEZ PINEDA,PARVULOS,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),TOTONICAPN
08-01-0048-43,,08-024,TOTONICAPAN,TOTONICAPAN,COLEGIO PEDRO DE BETHANCOURT,4A. AVE. Y 3A. CALLE ZONA 1,77661118,MIGUEL AJPOP VASQUEZ,ISABEL MAŔ MELɎDEZ PINEDA,PRIMARIA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),TOTONICAPN
08-01-0049-43,,08-001,TOTONICAPAN,TOTONICAPAN,COLEGIO EVANGELICO GUATEMALA,13 AVE. Y 2A. CALLE ZONA 2,77662045,MIGUEL AJPOP VSQUEZ,CARLOS SAMUEL TAX VELSQUEZ,PRIMARIA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),TOTONICAPN
08-01-0050-43,,08-006,TOTONICAPAN,TOTONICAPAN,EORM,PARAJE XEGUACHIBAL ALDEA TZANIXNAM,49468087,RENE OSWALDO TOYOM JUAREZ,SANTOS AGUST͎ YAX AJPOP,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),TOTONICAPN
08-01-0051-43,,08-005,TOTONICAPAN,TOTONICAPAN,EORM PAULINO LEONIDAS NORIEGA GONZALEZ,ALDEA LA CONCORDIA,49394394,ROBERTO APARICIO RECINOS VALDEZ,JOSɠLEONARDO CUTZ BATZ,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),TOTONICAPN
08-01-0052-43,,08-002,TOTONICAPAN,TOTONICAPAN,EORM,ALDEA NIMASAC,46736979,JOSɠVICTOR CHAMORRO HUITZ,LUIS GARĆ T͕,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),TOTONICAPN
08-01-0053-43,,08-003,TOTONICAPAN,TOTONICAPAN,EORM,PARAJE PAJUMUJUYUP CANTON CHUISUC,58285815,OSCAR MOISɓ LACN ALVAREZ,MIGUEL ANTONIO TACAM GARĆ,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),TOTONICAPN
08-01-0054-43,,08-006,TOTONICAPAN,TOTONICAPAN,EORM,PARAJE PASAJOC CANTON MACZUL,57352988,RENE OSWALDO TOYOM JUAREZ,AMELIA ESTELA TZUNڎ VSQUEZ,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),TOTONICAPN
08-01-0055-43,,08-004,TOTONICAPAN,TOTONICAPAN,EORM,CANTON JUCHANEP,30032822,FRANCISCO RECINO XALIX SAY,JOSɠ BULUX TZUL,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),TOTONICAPN
08-01-0056-43,,08-003,TOTONICAPAN,TOTONICAPAN,EORM,CANTON CHUIXTOCA,56930063,OSCAR MOISɓ LACN ALVAREZ,ROSAĹ ISABEL VSQUEZ VICENTE,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),TOTONICAPN
08-01-0057-43,,08-006,TOTONICAPAN,TOTONICAPAN,EORM,PARAJE CHUIPACHEC FINAL ZONA UNO,44534359,RENE OSWALDO TOYOM JUAREZ,JOSɠENRIQUE HERNNDEZ TALɼ/td>,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),TOTONICAPN
08-01-0058-43,,08-005,TOTONICAPAN,TOTONICAPAN,EORM,PARAJE PACAPOX CANTON CHIYAX,57617855,ROBERTO APARICIO RECINOS VALDEZ,MAŔ TOMASA TAHAY TAHAY,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),TOTONICAPN
08-01-0059-43,,08-006,TOTONICAPAN,TOTONICAPAN,EORM,PARAJE MEDIA CUESTA ALDEA CHIMENTE,57484450,RENE OSWALDO TOYOM JUAREZ,FRANCISCO NOLASCO VSQUEZ CANIZ,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),TOTONICAPN
08-01-0060-43,,08-005,TOTONICAPAN,TOTONICAPAN,EORM,PARAJE CHUIPEC CANTON PANQUIX,49473874,ROBERTO APARICIO RECINOS VALDEZ,FRANCISCO BENITO GUTIERREZ ALVARADO,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),TOTONICAPN
08-01-0061-43,,08-006,TOTONICAPAN,TOTONICAPAN,EORM,PARAJE CHOMAZAN FINAL DE LA ZONA 1,30829931,RENE OSWALDO TOYOM JUAREZ,JEREḾS EĹS MɎDEZ BATZ,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),TOTONICAPN
08-01-0062-43,,08-003,TOTONICAPAN,TOTONICAPAN,EORM,"PARAJE PORTAZUELA, CANTӎ PAXTOCA",49503918,OSCAR MOISɓ LACN ALVAREZ,ROSA SEBASTIANA TZUL TAX,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),TOTONICAPN
08-01-0063-43,,08-024,TOTONICAPAN,TOTONICAPAN,"COLEGIO MIXTO PARTICULAR ""JUAN FRANKLIN""",3A. CALLE 12-08 ZONA 2,77661920,MIGUEL AJPOP VASQUEZ,FABIOLA CATARINA AGUILAR GARĆ,PRIMARIA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),TOTONICAPN
08-01-0064-43,,08-003,TOTONICAPAN,TOTONICAPAN,EORM,CANTON XESACMALJA,40339011,OSCAR MOISɓ LACN ALVAREZ,MOISɓ AGUST͎ CITALN BARRENO,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),TOTONICAPN
08-01-0065-43,,08-005,TOTONICAPAN,TOTONICAPAN,EORM,PARAJE XOLNAHUALA CANTON PANQUIX,46865489,ROBERTO APARICIO RECINOS VALDEZ,JESړ GREGORIO LӐEZ PUC,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),TOTONICAPN
08-01-0066-43,,08-004,TOTONICAPAN,TOTONICAPAN,EORM ATANASIO TZUL,CANTON PAQUI,46788468,FRANCISCO RECINO XALIX SAY,TOMS DELFINO TZUNڎ TZUNڎ,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),TOTONICAPN
08-01-0067-43,,08-003,TOTONICAPAN,TOTONICAPAN,EORM JOSE CRUZ PACHECO TAHAY,CANTON CHUICRUZ,48163568,OSCAR MOISɓ LACN ALVAREZ,HɃTOR BENJAM͎ GARĆ T͕,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),TOTONICAPN
08-01-0068-43,,08-002,TOTONICAPAN,TOTONICAPAN,EORM CENTRO AMERICA,CANTON PASAJOC,49388950,JOSɠVICTOR CHAMORRO HUITZ,LUZ ARGENTINA JUREZ ORDӑEZ,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),TOTONICAPN
08-01-0069-43,,08-002,TOTONICAPAN,TOTONICAPAN,EORM HECTOR NUILA ARREAGA,ALDEA VASQUEZ,57097748,JOSɠVICTOR CHAMORRO HUITZ,BONIFACIO PONCIANO TZUL AJPACAJ|/td>,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),TOTONICAPN
08-01-0070-42,,08-003,TOTONICAPAN,TOTONICAPAN,EODP ANEXA A EORM,CANTON PAXTOCA,41853914,OSCAR MOISɓ LACN ALVAREZ,ROSA ANA TZUL BATZ,PARVULOS,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),TOTONICAPN
08-01-0070-43,,08-003,TOTONICAPAN,TOTONICAPAN,EORM,CANTON PAXTOCA,41853914,OSCAR MOISɓ LACN ALVAREZ,ROSA ANA TZUL BATZ,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),TOTONICAPN
08-01-0071-43,,08-005,TOTONICAPAN,TOTONICAPAN,EORM,CANTON RANCHO DE TEJA,58425002,ROBERTO APARICIO RECINOS VALDEZ,EDGAR ALFREDO ALVAREZ IXCAQUIC,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),TOTONICAPN
08-01-0072-43,,08-005,TOTONICAPAN,TOTONICAPAN,EORM,CANTON PANQUIX,30145331,ROBERTO APARICIO RECINOS VALDEZ,MANUEL LISANDRO TZӃ GARĆ,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),TOTONICAPN
08-01-0073-43,,08-006,TOTONICAPAN,TOTONICAPAN,EORM,ALDEA MACZUL,55510120,RENE OSWALDO TOYOM JUAREZ,CRISTOBAL SANTIAGO TAX ALVARADO,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),TOTONICAPN
08-01-0074-43,,08-004,TOTONICAPAN,TOTONICAPAN,EORM,ALDEA NIMAPA,44052611,FRANCISCO RECINO XALIX SAY,LETICIA NOEMI VALDɚ COLOP,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),TOTONICAPN
08-01-0075-43,,08-003,TOTONICAPAN,TOTONICAPAN,EORM,PARAJE CHITAX CANTON PATZARAJMAC,41694186,OSCAR MOISɓ LACN ALVAREZ,ESVIN ALEJANDRO CUA TALɼ/td>,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),TOTONICAPN
08-01-0076-43,,08-002,TOTONICAPAN,TOTONICAPAN,EORM,CANTON QUIACQUIX,50578881,JOSɠVICTOR CHAMORRO HUITZ,JUANA BEATRIZ LӐEZ PUAC,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),TOTONICAPN
08-01-0077-43,,08-003,TOTONICAPAN,TOTONICAPAN,EORM JUSTO RUFINO BARRIOS,PARAJE COXOM CANTON PATZARAJMAC,48111878,OSCAR MOISɓ LACN ALVAREZ,FELIPE FERNANDO ROSALES RAMOS,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),TOTONICAPN
08-01-0078-42,,08-003,TOTONICAPAN,TOTONICAPAN,EODP ANEXA A EORM MAYA-QUICHE,ALDEA CHUANOJ,45362596,OSCAR MOISɓ LACN ALVAREZ,HERCULANO JUAN BARRENO MENCHڼ/td>,PARVULOS,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),TOTONICAPN
08-01-0078-43,,08-003,TOTONICAPAN,TOTONICAPAN,EORM MAYA QUICHE,ALDEA CHUANOJ,45362596,OSCAR MOISɓ LACN ALVAREZ,HERCULANO JUAN BARRENO MENCHڼ/td>,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),TOTONICAPN
08-01-0079-43,,08-005,TOTONICAPAN,TOTONICAPAN,EORM,PARAJE CHUICAXTUN CANTON CHIYAX,40084237,ROBERTO APARICIO RECINOS VALDEZ,MANUELA CATARINA CANIZ PACHECO,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),TOTONICAPN
08-01-0080-43,,08-003,TOTONICAPAN,TOTONICAPAN,EORM 'JESUS CARRANZA JUAREZ',CANTON CHUISUC,51503974,OSCAR MOISɓ LACN ALVAREZ,SERGIO OTTONIEL AMɚQUITA RIVAS,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),TOTONICAPN
08-01-0081-43,,08-005,TOTONICAPAN,TOTONICAPAN,EORM,ALDEA LA ESPERANZA,55812933,ROBERTO APARICIO RECINOS VALDEZ,APOLONIA BERNARDINA PAR MAZARIEGOS,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),TOTONICAPN
